Utterance,Emotion_anger,Emotion_disgust,Emotion_fear,Emotion_joy,Emotion_neutral,Emotion_sadness,Emotion_surprise,Sentiment_negative,Sentiment_neutral,Sentiment_positive
"Yknow, there are two people who could put your picture up there.",False,False,False,False,True,False,False,False,True,False
"Oh really? Well, maybe you and I go out for drinks?  Youre the other one right?",False,False,False,False,True,False,False,False,True,False
"Yeah, and it really freaked me out! And after a while I even tried to hurt you and it just spurred you on.",False,False,False,False,False,True,False,True,False,False
What?! Youre crazy! Theres nothing sexual about the noises I make!,False,False,False,False,False,False,True,False,False,True
Theres nothing sexual about this?,True,False,False,False,False,False,False,True,False,False
Oo God!,False,False,False,False,False,True,False,True,False,False
What are you looking at?!,True,False,False,False,False,False,False,True,False,False
I mean hi.,False,False,False,False,True,False,False,False,True,False
"Oh myThis is so embarrassing. Oh my God, Im never gonna get massaged again!",False,False,True,False,False,False,False,True,False,False
"No, you cant let this stop you from getting massages!",False,False,False,False,False,True,False,True,False,False
"No look, I have, I have lots of clients that make the same noises you do!",False,False,False,False,True,False,False,False,True,False
"Well not clients, lovers. But lets just yknow, try it again. Come back and-and well work through it.",False,False,False,False,True,False,False,False,True,False
I guess.,False,False,False,False,True,False,False,False,True,False
"Great! Okay, if youll just excuse me.  So, did you hear something you liked?",False,False,False,True,False,False,False,False,False,True
"Thanks for the coffee, or bedankt voor de koffie, Gunter.",False,False,False,False,True,False,False,False,True,False
"Yeah, were done.",False,False,False,False,True,False,False,False,True,False
Ezel? Ezel? Ezel?,False,False,False,False,False,False,True,True,False,False
"Hey Ross! Listen, do you want to go see that new Imax movie on tide pools?",False,False,False,True,False,False,False,False,False,True
"No. But I got Knicks tickets for you, me, and Chandler.",False,False,False,False,True,False,False,False,True,False
Sweet!,False,False,False,True,False,False,False,False,False,True
"All right, well finish your coffee; lets go.",False,False,False,False,True,False,False,False,True,False
"Ah, no-no-no just Ross. Ross and Joey is embarrassing enough.",False,True,False,False,False,False,False,True,False,False
"Uh actually, sorry I cant even make it. Im seeing Mona again tonight.",False,False,False,False,True,False,False,False,True,False
I understand: who would cancel an actual date to go to a fake bachelor party?,False,False,False,False,True,False,False,False,True,False
Im sorry I gotta cancel tonight baby,False,False,False,False,False,True,False,True,False,False
"So it's down to these two, Nancy I know you like this one and I think I agree. Rachel, what do you think?",False,False,False,False,True,False,False,False,True,False
"Well umm, that one is pretty but uh, I just, I just love this fabric  Sorry.",False,False,False,False,True,False,False,False,True,False
"Oh don't be sorry, that's part of your job here to give your opinions and then I take credit for them--I'm kidding.",False,False,False,False,True,False,False,False,True,False
"She is kidding, but don't ever disagree with her again. Okay, now I'm kidding!",False,False,False,True,False,False,False,False,False,True
"Oh, what a fun office.",False,False,False,True,False,False,False,False,False,True
"I don't know which one, but I do know I need a cigarette.",False,False,False,False,True,False,False,False,True,False
"So what do you say we take a break, we go outside, and we'll figure this out when we come back?",False,False,False,False,True,False,False,False,True,False
Rachel? Do you smoke?,False,False,False,False,True,False,False,False,True,False
"Oh no, my dad's a doctor and he would always tell me just horror storiesabout ghosts and goblins who totally supported the princess's right to smoke.",False,False,False,False,True,False,False,False,True,False
Peach pit.,False,False,False,False,True,False,False,False,True,False
"Yes, Bunny?",False,False,False,False,True,False,False,False,True,False
"Peach pit. That night we, uh- we had-",False,False,False,False,True,False,False,False,True,False
-Peaches?,False,False,False,False,True,False,False,False,True,False
"Actually, nectarines, but basically...",False,False,False,False,True,False,False,False,True,False
Could've been a peach.,False,False,False,False,True,False,False,False,True,False
"Then, uh, then we got dressed, and I-I... I walked her to the-  -the bus stop... I'm fine.",False,False,False,False,True,False,False,False,True,False
"Hey, that woman's got an ass like Carol's!  What? Thought we were trying to find stuff.",False,False,False,True,False,False,False,False,False,True
All right!,False,False,False,True,False,False,False,False,False,True
Westminster Abbey!,False,False,False,True,False,False,False,False,False,True
"Hands down, best Abbey Ive ever seen.",False,False,False,True,False,False,False,False,False,True
"What do you think of the Abbey, Chandler?",False,False,False,False,True,False,False,False,True,False
"I think its great. Its great. Yknow, theyre thinking of changing the name of this place.",False,False,False,False,True,False,False,False,True,False
Really? To what?,False,False,False,False,False,False,True,True,False,False
To Put the Camera Away!!!,True,False,False,False,False,False,False,True,False,False
"Man,",False,False,False,False,True,False,False,False,True,False
"Y'know, I can't believe I'm getting my nails done!  And",False,False,False,False,False,False,True,True,False,False
"Chandler, theres a guy right over there.",False,False,False,False,True,False,False,False,True,False
Thats a mailman! Thats,False,False,False,False,False,False,True,True,False,False
"Chandler, dont worry! This doesnt make you any less of a guy!",False,False,False,False,True,False,False,False,True,False
"Hey, you know who used to have nails like that?",False,False,False,False,True,False,False,False,True,False
"Eh..., I dont, I dont know.",False,False,False,False,False,True,False,True,False,False
"Well, as old as he is in dog years, do you think Snoopy should still be allowed to fly this thing?",False,False,False,False,False,True,False,True,False,False
Rachel?,False,False,False,False,True,False,False,False,True,False
"Do you remember when you first came here, how you spent two weeks getting trained by another waitress?",False,False,False,False,True,False,False,False,True,False
"Oh, sure! Do you need me to train somebody new?",False,False,False,True,False,False,False,False,False,True
"Good one. Actually, ah, Terry wants you to take the training again, whenever.",False,False,False,False,True,False,False,False,True,False
"Eh, do you believe that?",False,False,False,False,False,False,True,False,False,True
"Hey honey, you got the kind with the little girl, you said we were gonna to get the kind with the baby.",True,False,False,False,False,False,False,True,False,False
"No, you said the baby creeps you out.",False,False,False,False,True,False,False,False,True,False
"No, the little girl creeps me out.",True,False,False,False,False,False,False,True,False,False
